asset_id,asset_category,source_id,source_title,source_file,page,path,width,height,tags,dominant_colors,recommend_use,page_text_excerpt
PRESALE001_A0150,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,11,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0150.jpeg,917,372,medical_service|photo_or_illustration|smart_device|企业健康|养老|客户方案|平安橙|智能硬件|服务流程,#4c1f0d|#7a3013|#f5d5c2|#ef550b|#e97c47,展示音箱、手表、检测设备、安防传感器、IoT联动方案,依托三位一体管家优势服务体系，对老人开展一跟到底主动关怀服务 重点进展 核心策略 智能管家 生活管家 医生管家 7*24h守护陪伴实时响应 平安管 服务 一站式安排数百项服务 定制养老服务建议方案 多领域专家支持 多渠道实时联系 智能音箱2.0全面升级 数十个设备核心场景体验 一键响应 一管终生 一跟到底 年服务80万+人次 打造医生+健康管理师模式 医生接
PRESALE001_A0293,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,24,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0293.jpeg,426,266,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|养老|客户方案|智能硬件|服务流程,#2477a3|#2578a4|#2a79a4|#2b7aa5|#2f78a5,展示音箱、手表、检测设备、安防传感器、IoT联动方案,会员权益：智能音箱搭载平安医养应用，链接线上线下医疗养老服务资源 1 2 3 4 语音 交互 影音 娱乐 养老 服务 家庭 医生 • 足不出户享受家庭医生问诊开药 • 科学指导居家慢病管理、康复治疗 • 链接优质线下体检、就医资源 医疗健康 • 大屏交互适老设计体验好（建 议8寸音箱），支持一键投屏 电视 • 专为老人设计的丰富内容资源 乐享生活 • 提供“
PRESALE001_A0299,移动端/履约截图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,25,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0299.jpeg,439,963,case_reference|mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|客户方案|服务流程,#f5f5f5|#f8f8f8|#f1f8fc|#f6f6ff|#f9faf8,展示APP、小程序、权益领取、履约路径或客户侧页面,会员权益 [案例]：平安为中国移动全球通客户提供尊享健康礼遇权益 平安健康以权益赠送的模式为移动全球通用户提供在线健康服务权益，用户在中国移 动APP全球通专区领取权益后，登录平安健康APP或小程序进行服务履约。全年共有约80万全 球通用户领取了平安健康尊享礼遇权益 合作背景 合作内容 2020年12月，中国移动为了重新塑造全球通的高端品牌形象，提升品牌知名
PRESALE001_A0300,移动端/履约截图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,25,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0300.jpeg,333,690,case_reference|mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|客户方案|服务流程,#1e1f23|#1d1e22|#333335|#1c1d21|#333237,展示APP、小程序、权益领取、履约路径或客户侧页面,会员权益 [案例]：平安为中国移动全球通客户提供尊享健康礼遇权益 平安健康以权益赠送的模式为移动全球通用户提供在线健康服务权益，用户在中国移 动APP全球通专区领取权益后，登录平安健康APP或小程序进行服务履约。全年共有约80万全 球通用户领取了平安健康尊享礼遇权益 合作背景 合作内容 2020年12月，中国移动为了重新塑造全球通的高端品牌形象，提升品牌知名
PRESALE001_A0303,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,26,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0303.jpeg,229,494,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|企业健康|养老|客户方案|平安橙|智能硬件|服务流程,#02d4b7|#fafafa|#7f7f7f|#f9f9f9|#818184,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务：为产品配套差异化服务，减少贵公司自建医养服务能力的投入 缺权益 1 2 3 4 产品/设备 客户相关服务 相关服务 客户数据经营 家电产品、智能设备、健康监 测设备、可穿戴设备、健康食 品、照护服务等…… 健康管理、问诊就医、营养管理、 睡眠管理、运动管理、家政服务、 康复护理、文娱服务等…… 家电清洗、设备维修、 营养师服务等…… 持续的客户健
PRESALE001_A0304,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,26,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0304.jpeg,301,586,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|企业健康|养老|客户方案|智能硬件|服务流程,#2b2b2b|#0e0e0e|#565656|#0b0b0b|#5a5a5a,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务：为产品配套差异化服务，减少贵公司自建医养服务能力的投入 缺权益 1 2 3 4 产品/设备 客户相关服务 相关服务 客户数据经营 家电产品、智能设备、健康监 测设备、可穿戴设备、健康食 品、照护服务等…… 健康管理、问诊就医、营养管理、 睡眠管理、运动管理、家政服务、 康复护理、文娱服务等…… 家电清洗、设备维修、 营养师服务等…… 持续的客户健
PRESALE001_A0308,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0308.jpeg,461,286,photo_or_illustration|smart_device|养老|客户方案|智能硬件|服务流程,#aaaaaa|#8e8e8e|#5c5c5c|#5a5a5a|#545454,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0310,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0310.jpeg,573,1153,photo_or_illustration|smart_device|养老|客户方案|平安橙|智能硬件|服务流程,#f7f7f7|#f8f8f8|#f9f9f9|#fafafa|#f7fbfb,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0315,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0315.jpeg,374,348,photo_or_illustration|smart_device|养老|客户方案|智能硬件|服务流程,#f7f7f7|#f7ece5|#fbfcfa|#c3c3c3|#f5e8de,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0318,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0318.jpeg,260,485,photo_or_illustration|smart_device|养老|客户方案|智能硬件|服务流程,#4bff53|#0d190e|#4eff53|#4dff55|#49e351,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0319,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0319.jpeg,332,549,photo_or_illustration|smart_device|养老|客户方案|平安橙|智能硬件|服务流程,#bcbbb9|#fafafa|#f8f8f8|#f6f6f6|#bbbab8,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0320,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,27,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0320.jpeg,462,286,photo_or_illustration|smart_device|养老|客户方案|智能硬件|服务流程,#aaaaaa|#8e8e8e|#5c5c5c|#5a5a5a|#545454,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+服务+科技：平安医疗科技能力加持，助力您的经营降本增效 • AI评估：病情评估、 生成个性化量表、智 能拍照评估，北大康 复认可 • 方案确认： AI生成 康复方案、确认照护 计划 AI护理系统 • 餐食点评：慢病场景， 总人均服务成本降低 40%，管理达标率78% • 血压点评：OCR自动 识别给到建议 • 体重点评：点评采纳 率＞85% AI慢病社
PRESALE001_A0348,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,28,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0348.jpeg,468,311,case_reference|medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|企业健康|客户方案|智能硬件|服务流程,#ff6501|#ff7010|#ff7113|#ff6f0f|#fe6905,展示音箱、手表、检测设备、安防传感器、IoT联动方案,产品+[案例]：华为数据监测+服务实现服务闭环，产品销量大幅提升 80+万 用户领取健康服务权益 权益激活率超80% 99.5% 用户对家庭医生给出五星好评 评价关键词：耐心、回复及时、热情、专业 手表销售超100万台，远超市场预期 目前配套至非凡大师等多款手表，逐步成为华 为穿戴设备的服务标配 50万+ 用户签约专属家庭医生 家庭医生签约率超60%。成为华
PRESALE001_A0354,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,29,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0354.jpeg,468,311,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|养老|客户方案|智能硬件|服务流程,#ff6501|#ff7010|#0e0600|#ff6f0f|#ff7113,展示音箱、手表、检测设备、安防传感器、IoT联动方案,服务/商品分销：为您的客户提供医疗养老领域最优质的产品服务 普适所有客户 缺权益 1 2 3 4 适合子女客户 适合老人/机构客户 孝心宝 ·守护父母健康 管家+医生+3重守护 居家养老智能音箱 文娱+健康场景丰富 视频问诊，健康无忧 文娱交互，乐享颐年 养老商城，尊享服务 康复护理 厨师上门 艾灸 。。。 日常保洁 精细擦窗 做饭钟点工 推拿按摩 养老生活
PRESALE001_A0356,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,29,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0356.jpeg,256,452,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|养老|客户方案|智能硬件|服务流程,#ebf7f3|#f6fcfa|#dff2ee|#e2f2ef|#eaf6f2,展示音箱、手表、检测设备、安防传感器、IoT联动方案,服务/商品分销：为您的客户提供医疗养老领域最优质的产品服务 普适所有客户 缺权益 1 2 3 4 适合子女客户 适合老人/机构客户 孝心宝 ·守护父母健康 管家+医生+3重守护 居家养老智能音箱 文娱+健康场景丰富 视频问诊，健康无忧 文娱交互，乐享颐年 养老商城，尊享服务 康复护理 厨师上门 艾灸 。。。 日常保洁 精细擦窗 做饭钟点工 推拿按摩 养老生活
PRESALE001_A0358,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,29,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0358.jpeg,1078,133,banner_or_strip|medical_service|product_package|smart_device|互联网医疗|养老|客户方案|平安橙|智能硬件|服务流程,#ef6330|#0f0501|#6e2d15|#1d0a03|#f56732,展示音箱、手表、检测设备、安防传感器、IoT联动方案,服务/商品分销：为您的客户提供医疗养老领域最优质的产品服务 普适所有客户 缺权益 1 2 3 4 适合子女客户 适合老人/机构客户 孝心宝 ·守护父母健康 管家+医生+3重守护 居家养老智能音箱 文娱+健康场景丰富 视频问诊，健康无忧 文娱交互，乐享颐年 养老商城，尊享服务 康复护理 厨师上门 艾灸 。。。 日常保洁 精细擦窗 做饭钟点工 推拿按摩 养老生活
PRESALE001_A0361,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,29,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0361.jpeg,738,1547,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|养老|客户方案|平安橙|智能硬件|服务流程,#ededed|#f9f9f9|#f8f8f8|#fafafa|#ececec,展示音箱、手表、检测设备、安防传感器、IoT联动方案,服务/商品分销：为您的客户提供医疗养老领域最优质的产品服务 普适所有客户 缺权益 1 2 3 4 适合子女客户 适合老人/机构客户 孝心宝 ·守护父母健康 管家+医生+3重守护 居家养老智能音箱 文娱+健康场景丰富 视频问诊，健康无忧 文娱交互，乐享颐年 养老商城，尊享服务 康复护理 厨师上门 艾灸 。。。 日常保洁 精细擦窗 做饭钟点工 推拿按摩 养老生活
PRESALE001_A0362,智能硬件/设备图,PRESALE001,居家养老政企合作版,202409_平安居家养老介绍_[政企合作版].pdf,29,07_售前材料规范与素材库/assets/PRESALE001/PRESALE001_A0362.jpeg,768,1547,medical_service|photo_or_illustration|product_package|smart_device|互联网医疗|养老|客户方案|智能硬件|服务流程,#edecea|#f7f7f6|#f9f9f9|#fbfbfa|#f7f7f7,展示音箱、手表、检测设备、安防传感器、IoT联动方案,服务/商品分销：为您的客户提供医疗养老领域最优质的产品服务 普适所有客户 缺权益 1 2 3 4 适合子女客户 适合老人/机构客户 孝心宝 ·守护父母健康 管家+医生+3重守护 居家养老智能音箱 文娱+健康场景丰富 视频问诊，健康无忧 文娱交互，乐享颐年 养老商城，尊享服务 康复护理 厨师上门 艾灸 。。。 日常保洁 精细擦窗 做饭钟点工 推拿按摩 养老生活
PRESALE002_A0009,图标/Logo,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,3,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0009.jpeg,1332,68,icon_or_logo|互联网医疗|企业健康|养老|客户方案|服务流程|补充医疗,#dbdbdb|#c4c4c4|#dddddd|#686868|#c1c1c1,用于能力模块、流程节点、客户/生态标识,3 通过一体化支付与服务平台，为企业员工提供主动式医疗管理，保障员工健康与福利 中国平安企业健康保障计划 近40年保险、健康管理、医疗养老行业专业经验，拥有全球最大的五大医疗数据库，覆盖 医疗产品、药品药械、处方治疗、超10万种疾病等数据资源 专业行业经验 以北大国际医疗集团为核心的全球医疗网络，包括但不限于梅奥、麻省总院、克利夫兰医 学中心、日本癌研有明医
PRESALE002_A0011,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,5,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0011.jpeg,474,600,photo_or_illustration|企业健康|服务流程|补充医疗,#e9eef1|#e5edf0|#e4ecef|#ecf0f1|#e4ebf5,用于封面、行业痛点、客户场景、医养服务场景,5 01 服务特色 5 企业员工面临的健康管理挑战 平安企业健康保障计划的优势
PRESALE002_A0013,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,6,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0013.jpeg,491,442,medical_service|photo_or_illustration|企业健康|补充医疗,#262626|#2a2a2a|#272727|#2d2d2d|#2c2c2c,用于封面、行业痛点、客户场景、医养服务场景,6 寻医难 优质医疗资源稀缺 找好医生难，找合适的好医生更难 费心 费时 费钱 会诊难 复杂疾病“跨病种、跨学科” 组织联合会诊难 诊前难预约 工作繁忙，难以在合适时间约到 合适医生，耽误疾病诊断治疗 诊中缺指导 有病乱寻医 缺乏专业二诊专家意见 诊后无追踪 诊后缺乏专业、系统的指导与追踪 复诊难、随访难，康复效果差 过度诊疗 过度检查、过度诊断 造成不必要
PRESALE002_A0014,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,6,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0014.jpeg,450,454,medical_service|photo_or_illustration|企业健康|补充医疗,#5d5d5d|#5e5e5e|#5c5c5c|#5b5b5b|#5a5a5a,用于封面、行业痛点、客户场景、医养服务场景,6 寻医难 优质医疗资源稀缺 找好医生难，找合适的好医生更难 费心 费时 费钱 会诊难 复杂疾病“跨病种、跨学科” 组织联合会诊难 诊前难预约 工作繁忙，难以在合适时间约到 合适医生，耽误疾病诊断治疗 诊中缺指导 有病乱寻医 缺乏专业二诊专家意见 诊后无追踪 诊后缺乏专业、系统的指导与追踪 复诊难、随访难，康复效果差 过度诊疗 过度检查、过度诊断 造成不必要
PRESALE002_A0015,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,6,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0015.jpeg,400,467,medical_service|photo_or_illustration|企业健康|补充医疗,#313236|#333438|#4b4c4e|#38393b|#343537,用于封面、行业痛点、客户场景、医养服务场景,6 寻医难 优质医疗资源稀缺 找好医生难，找合适的好医生更难 费心 费时 费钱 会诊难 复杂疾病“跨病种、跨学科” 组织联合会诊难 诊前难预约 工作繁忙，难以在合适时间约到 合适医生，耽误疾病诊断治疗 诊中缺指导 有病乱寻医 缺乏专业二诊专家意见 诊后无追踪 诊后缺乏专业、系统的指导与追踪 复诊难、随访难，康复效果差 过度诊疗 过度检查、过度诊断 造成不必要
PRESALE002_A0017,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0017.jpeg,439,433,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程|补充医疗,#dfdbd8|#e0dfdb|#deddd9|#dddcd8|#e1e0dc,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
